订单编号,标题,价格,购买数量,外部系统编号,商品属性,套餐信息,备注,订单状态,商家编码
4.9313E+15,创意回力方程车卡丁车 儿童玩具汽车男孩地摊货源小汽车玩具批发,1.85,1,0389D-0545,,,,交易成功,0389D-0545
4.9313E+15,热卖儿童创意玩具超人卡装模型生日礼物 义乌玩具批地摊货源,2.05,1,168-23ATM0381,颜色分类：飞机奥特曼;大小描述：均码,,,交易成功,168-23ATM0381
4.9313E+15,特价5号AA普通干电池 电动玩具配件 厂家直销批,1,4,HT-5H0094,,,,交易成功,HT-5H0094
4.9313E+15,新款蜜蜂车翻斗车特技电动玩具车自动翻儿童玩具批发地摊货源新奇,4.9,1,886A-1FDC0442,颜色分类：托马斯翻斗车;套餐类型：官方标配,,,交易成功,886A-1FDC0442
1.84808E+16,创意手摇风扇小扇子手动 儿童礼物幼儿园 夏季热销义乌玩具批发,2.69,1,GC022029,颜色分类：苹果手摇风扇;大小描述：均码,,,交易成功,GC022029
1.84808E+16,双闪飞箭飞天蘑菇义乌儿童发光小玩具批发地摊货源热卖创意新奇特,0.85,1,SSFJ0137,,,,交易成功,SSFJ0137
1.84808E+16,儿童发光手拍玩具新奇特聚会演唱会道具夜市热卖地摊货源玩具批发,1.55,1,FGSP-XH0079,颜色分类：小号发光手拍,,,交易成功,FGSP-XH0079
1.84808E+16,学步玩具大鸭子儿童手推车 婴儿宝宝手推杆玩具儿童地摊货源批发,1.85,1,GC029005,颜色分类：小鹰手推车（带杆子）,,,交易成功,GC029005
1.84808E+16,创意泡泡棒吹泡泡机泡泡枪不漏水宝宝礼物 地摊货源儿童玩具批发,2.35,2,662PPB0434,颜色分类：动物泡泡棒,,,交易成功,662PPB0434
1.84808E+16,2017新款新奇创意音乐发光摇摆鱼电动鱼地摊货源儿童玩具批发热卖,4.25,1,SSDDY0124,,,,交易成功,SSDDY0124
1.84808E+16,创意发光球闪光透明发光水晶弹力球儿童小玩具 夜市地摊货源批发,1.85,1,SJQ-DS0071,颜色分类：带绳水晶球5.5CM,,,交易成功,SJQ-DS0071
2.22126E+16,创意回力套装12个装消防救援车飞机消防车小汽车益智小玩具批发,9.5,1,GC025038,,,,交易成功,GC025038
2.22126E+16,创意玩具车批发吸卡特警混合版警车飞机儿童礼物3岁宝宝地摊货源,8.8,1,168-94E0499,,,,交易成功,168-94E0499
2.22126E+16,创意新品电动枪音乐玩具枪发光玩具地摊货源批热卖儿童礼物厂家,7.8,1,9329Q0270,颜色分类：猴子电动枪;大小描述：均码,,,交易成功,9329Q0270
2.22126E+16,创意新品电动枪音乐玩具枪发光玩具地摊货源批热卖儿童礼物厂家,7.8,1,168-A27Q0386,颜色分类：黑色电动枪A;大小描述：均码,,,交易成功,168-A27Q0386
2.22126E+16,苹果磁性写字板画板 热销幼儿园礼品六一节儿童地摊玩具货源批发,7.96,1,9903-2HB0122,颜色分类：算盘写字板,,,交易成功,9903-2HB0122
2.22126E+16,苹果磁性写字板画板 热销幼儿园礼品六一节儿童地摊玩具货源批发,2.25,1,288XZB0118,颜色分类：方形写字板,,,交易成功,288XZB0118
2.22126E+16,苹果磁性写字板画板 热销幼儿园礼品六一节儿童地摊玩具货源批发,6.96,1,2002HB0121,颜色分类：卡通写字板,,,交易成功,2002HB0121
2.22126E+16,苹果磁性写字板画板 热销幼儿园礼品六一节儿童地摊玩具货源批发,2.96,1,204-1XZB0119,颜色分类：苹果写字板,,,交易成功,204-1XZB0119
2.22126E+16,发条玩具批发上链卡通动物青蛙儿童礼物宝宝玩具经典80后益智地摊,1.85,1,TPQW0138,颜色分类：发条铁皮青蛙,,,交易成功,TPQW0138
2.22126E+16,2017热卖大号仿真惯性挖土机儿童益智礼品创意义乌地摊货玩具批发,2.9,1,GC032048,颜色分类：866彩色铲车挖机,,,交易成功,GC032048
2.22126E+16,2017热卖大号仿真惯性挖土机儿童益智礼品创意义乌地摊货玩具批发,1.29,1,237GCC0235,颜色分类：237工程车,,,交易成功,237GCC0235
2.22126E+16,2017热卖大号仿真惯性挖土机儿童益智礼品创意义乌地摊货玩具批发,4.9,1,6608GCC0225,颜色分类：惯性水泥工程车,,,交易成功,6608GCC0225
2.22126E+16,2017热卖大号仿真惯性挖土机儿童益智礼品创意义乌地摊货玩具批发,4.9,1,6609GCC0224,颜色分类：惯性翻斗工程车,,,交易成功,6609GCC0224
2.22126E+16,2017热卖大号仿真惯性挖土机儿童益智礼品创意义乌地摊货玩具批发,3.9,1,2385GCC0329,颜色分类：2385新款挖掘机,,,交易成功,2385GCC0329
2.22126E+16,2017热卖大号仿真惯性挖土机儿童益智礼品创意义乌地摊货玩具批发,2.9,1,867-1GCC0217,颜色分类：867工程车,,,交易成功,867-1GCC0217
2.22126E+16,2017热卖大号仿真惯性挖土机儿童益智礼品创意义乌地摊货玩具批发,2.9,1,866GCC0232,颜色分类：866铲车挖机,,,交易成功,866GCC0232
2.22126E+16,2017热卖大号仿真惯性挖土机儿童益智礼品创意义乌地摊货玩具批发,3.9,1,398-13GCC0199,颜色分类：398-13挖掘机,,,交易成功,398-13GCC0199
2.22126E+16,创意发光极速弹射陀螺闪光陀螺玩具 义乌小商品夜市地摊货源批发,1.85,1,1699A-30188,颜色分类：极速陀螺,,,交易成功,1699A-30188
2.22126E+16,创意发光极速弹射陀螺闪光陀螺玩具 义乌小商品夜市地摊货源批发,1.65,1,3608TL0211,颜色分类：擦边陀螺,,,交易成功,3608TL0211
2.22126E+16,创意发光极速弹射陀螺闪光陀螺玩具 义乌小商品夜市地摊货源批发,5.85,1,6881-13TL0407,颜色分类：皇冠陀螺,,,交易成功,6881-13TL0407
1.84473E+16,六一儿童节男孩礼物创意新款电动发光音乐投影枪地摊玩具货源批发,7.9,10,GC086005,颜色分类：黄色投影枪（带投影）,,,交易成功,GC086005
1.84473E+16,六一儿童节男孩礼物创意新款电动发光音乐投影枪地摊玩具货源批发,7.9,10,GC086004,颜色分类：蓝色投影枪（带投影）,,,交易成功,GC086004
1.84473E+16,六一儿童节礼物发光超人模型手办创意新款男孩地摊货源小玩具批发,1.79,10,GC025042,,,,交易成功,GC025042
1.84473E+16,夏季热卖玩具水枪儿童水枪沙滩戏水玩沙小工具 夜市地摊货源批发,1.45,10,GC025005,套餐类型：标准配置;颜色分类：3611实色水枪,,,交易成功,GC025005
1.84473E+16,2017新款儿童水枪玩具3岁夏季玩沙戏水环保塑料儿童玩具批发地摊,2.55,10,3633SQ0371,套餐类型：标准配置;颜色分类：射击水枪,,,交易成功,3633SQ0371
1.84473E+16,2元店创意整蛊拳头魔术弹簧枪 新奇好玩的儿童小玩具地摊货源批发,1.2,20,8088QTQ0085,,,,交易成功,8088QTQ0085
1.84473E+16,创意2元精品店儿童望远镜小玩具过家家礼物义乌热卖地摊货源批发,1.78,40,808WYJ0092,,,,交易成功,808WYJ0092
1.84473E+16,创意仿真蛇模型橡胶眼镜软胶假蛇整人恶搞道具儿童小玩具货源批发,2.49,20,GC055002,颜色分类：平头蛇（款式随机）;大小描述：均码,,,交易成功,GC055002
1.84473E+16,创意仿真蛇模型橡胶眼镜软胶假蛇整人恶搞道具儿童小玩具货源批发,2.49,20,GC055003,颜色分类：眼镜蛇（款式随机）;大小描述：均码,,,交易成功,GC055003
1.84473E+16,传统套圈圈玩具创意小鸟水机幼儿园礼品儿童礼物玩具批地摊热卖,0.99,10,698A-6SJ0362,颜色分类：卡通水机;大小描述：选好款式，颜色随机,,,交易成功,698A-6SJ0362
1.84473E+16,传统套圈圈玩具创意小鸟水机幼儿园礼品儿童礼物玩具批地摊热卖,1.79,10,GC087001,颜色分类：小猪水机;大小描述：选好款式，颜色随机,,,交易成功,GC087001
1.84473E+16,传统套圈圈玩具创意小鸟水机幼儿园礼品儿童礼物玩具批地摊热卖,1.79,10,9783SJ0206,颜色分类：小鸟水机;大小描述：选好款式，颜色随机,,,交易成功,9783SJ0206
1.84473E+16,2017创意新款拉线110警车好玩的儿童义乌地摊货源热卖玩具车批发,1.78,25,168-5LXC0507,颜色分类：拉线警车,,,交易成功,168-5LXC0507
1.84473E+16,创意发光球闪光透明发光水晶弹力球儿童小玩具 夜市地摊货源批发,1.85,60,SJQ-DS0071,颜色分类：带绳水晶球5.5CM,,,交易成功,SJQ-DS0071
1.84711E+16,新品创意发光45度角擦边陀螺闪光小玩具批发义乌热卖地摊货源儿童,1.59,10,3608TL0211,,,,交易成功,3608TL0211
1.84711E+16,六一儿童节礼物发光超人模型手办创意新款男孩地摊货源小玩具批发,1.79,10,GC025042,,,,交易成功,GC025042
1.84711E+16,创意电动玩具仿真拉磨小马儿童好玩的小孩礼物地摊货免邮玩具批发,8.55,5,GC035010,颜色分类：红色拉磨小马;大小描述：均码,,,交易成功,GC035010
1.84678E+16,热卖儿童创意玩具超人卡装模型生日礼物 义乌玩具批地摊货源,1.55,1,4GATM0088,颜色分类：4个装奥特曼;大小描述：均码,,,交易成功,4GATM0088
1.84678E+16,创意回力汽车玩具车套装12个装车模型地摊热卖货源儿童玩具车批发,8.8,5,168-110SJMC,,,,交易成功,168-110SJMC
1.84678E+16,特价发条玩具会跑会跳创意上链发条玩具动物儿童好玩的地摊货批发,0.98,1,2600FJ0194,颜色分类：上链透明飞机,,,交易成功,2600FJ0194
1.84678E+16,特价发条玩具会跑会跳创意上链发条玩具动物儿童好玩的地摊货批发,1.77,5,731C0201,颜色分类：上链小鸡,,,交易成功,731C0201
1.84678E+16,创意新款儿童闪光水晶球小孩弹力球热卖夜市地摊货源玩具批发免邮,1.89,3,GC082003,颜色分类：闪光透明星星蝴蝶,,,交易成功,GC082003
1.84643E+16,创意儿童玩具批发小雨伞泡泡棒吹泡泡好玩的泡泡水 地摊热卖玩具,2.25,30,GC018006,,,,交易成功,GC018006
1.84333E+16,创意回力方程车卡丁车 儿童玩具汽车男孩地摊货源小汽车玩具批发,1.85,1,0389D-0545,,,,交易成功,0389D-0545
1.84333E+16,新款弹跳小人新奇特创意小孩发光礼物地摊货热卖义乌儿童玩具批发,0.98,2,2207KD0326,颜色分类：大号弹跳小人;大小描述：注意发光与不发光,,,交易成功,2207KD0326
1.84333E+16,创意婴幼儿学习故事机小兔子早教玩具儿童益智地摊货小孩玩具批发,6.85,2,GC071004,颜色分类：小兔子故事机;大小描述：均码,,,交易成功,GC071004
1.84333E+16,创意儿童磁性钓鱼玩具益智宝宝1-2-3岁地摊货源热卖小孩玩具批发,3.05,4,866DY0469,颜色分类：磁性钓鱼（6条鱼）;大小描述：均码,,,交易成功,866DY0469
1.84333E+16,创意回力汽车玩具车套装12个装车模型地摊热卖货源儿童玩具车批发,8.8,1,168-110SJMC,,,,交易成功,168-110SJMC
1.84333E+16,美食过家家创意儿童玩具益智早教宝宝礼物女生玩具地摊货热卖批发,8.8,1,168-106KCD0394,,,,交易成功,168-106KCD0394
1.84333E+16,大号套装儿童软胶婴幼儿戏水捏捏叫小鸭子 0-1岁女孩宝宝洗澡玩具,2.29,1,GC081001,颜色分类：4个装网鸭,,,交易成功,GC081001
1.84333E+16,儿童早教机卡通动物不倒翁故事机0-3-6周岁益智早教音乐玩具礼物,13.85,1,GC071003,颜色分类：老虎不倒翁,,,交易成功,GC071003
1.84333E+16,创意惯性越野车沙滩车男孩儿童礼物小汽车义乌地摊货源玩具车批发,3.85,1,128-2B-0546,,,,交易成功,128-2B-0546
1.84586E+16,新款幼儿园手工制作材料创意3D方程式赛车模型宝宝DIY玩具益智,1.65,1,PT-FCS0529,,,,交易成功,PT-FCS0529
1.84586E+16,新款创意六一儿童节礼物音乐投影电动枪夜市地摊货源批发男孩玩具,9.9,1,GC086003,,,,交易成功,GC086003
1.84586E+16,无线遥控电动二通汽车模型遥控赛车 车模警车儿童益智玩具车批发,16.8,1,487A0354,,,,交易成功,487A0354
1.84586E+16,电动仿真电冰箱小家电厨房厨具儿童过家家玩具迷你系列女孩小宝宝,7.35,1,GC066008,,,,交易成功,GC066008
1.84586E+16,创意电动万向工程车音乐发光儿童玩具批发挖掘机男孩礼物地摊货源,9.8,1,86-98WJJ0527,,,,交易成功,86-98WJJ0527
1.84586E+16,热卖惯性仿真模型2个装摩托车男生礼物儿童地摊货源义乌玩具批发,3.85,1,725A-6MTC0243,,,,交易成功,725A-6MTC0243
1.84586E+16,儿童玩具学生魔方三阶百变魔方益智比赛减压玩具地摊货源热卖批发,5.55,1,581-6.0C0441,颜色分类：A款魔方,,,交易成功,581-6.0C0441
1.84586E+16,四通遥控车电动玩具汽车模型遥控赛车警车赛车儿童益智玩具车男孩,13.9,2,487A0354,颜色分类：487A二通遥控车;套餐类型：选好款式，颜色随机,,,交易成功,487A0354
1.84586E+16,四通遥控车电动玩具汽车模型遥控赛车警车赛车儿童益智玩具车男孩,12.9,2,489A0355,颜色分类：489A二通遥控车;套餐类型：选好款式，颜色随机,,,交易成功,489A0355
1.84579E+16,创意新品电动枪音乐玩具枪发光玩具地摊货源批热卖儿童礼物厂家,7.8,1,168-A27Q0386,颜色分类：黑色电动枪A;大小描述：均码,,,交易成功,168-A27Q0386
1.84579E+16,创意新品电动枪音乐玩具枪发光玩具地摊货源批热卖儿童礼物厂家,10.69,1,9328Q0244,颜色分类：黑色狙击枪;大小描述：均码,,,交易成功,9328Q0244
2.21629E+16,电动仿真电冰箱小家电厨房厨具儿童过家家玩具迷你系列女孩小宝宝,7.35,1,GC066008,,,,交易成功,GC066008
2.21885E+16,六一新品恐龙玩具模型回力小车迷你玩具车儿童节礼物地摊货源批发,4.39,1,GC083001,颜色分类：三角龙小车;大小描述：回力动力,,,交易成功,GC083001
2.21885E+16,六一新品恐龙玩具模型回力小车迷你玩具车儿童节礼物地摊货源批发,4.39,1,GC083002,颜色分类：暴龙小车;大小描述：回力动力,,,交易成功,GC083002
2.21885E+16,六一新品恐龙玩具模型回力小车迷你玩具车儿童节礼物地摊货源批发,4.39,1,GC083003,颜色分类：双冠龙小车;大小描述：回力动力,,,交易成功,GC083003
2.21885E+16,六一新品恐龙玩具模型回力小车迷你玩具车儿童节礼物地摊货源批发,4.39,1,GC083004,颜色分类：牛头龙小车;大小描述：回力动力,,,交易成功,GC083004
1.84521E+16,创意电动玩具仿真拉磨小马儿童好玩的小孩礼物地摊货免邮玩具批发,8.55,6,GC035011,颜色分类：白色拉磨小马;大小描述：均码,,,交易成功,GC035011
1.84521E+16,大号音乐万向发光电动车工程车挖掘机推土机 益智儿童玩具车男孩,9.8,1,86-96TTJ0525,,,,交易成功,86-96TTJ0525
1.84521E+16,创意电动万向工程车音乐发光儿童玩具批发挖掘机男孩礼物地摊货源,9.8,1,86-98WJJ0527,,,,交易成功,86-98WJJ0527
1.84521E+16,创意新款回力小车惯性坦克 军事儿童玩具模型地摊货源玩具车批发,8.9,1,168-109AJSZD0532,颜色分类：混合战车套装,,,交易成功,168-109AJSZD0532
1.84521E+16,创意新款回力小车惯性坦克 军事儿童玩具模型地摊货源玩具车批发,8.9,1,GC025038,颜色分类：消防车套装,,,交易成功,GC025038
1.84521E+16,创意新款回力小车惯性坦克 军事儿童玩具模型地摊货源玩具车批发,8.9,1,168-67XK0383,颜色分类：趣味卡通套装,,,交易成功,168-67XK0383
1.84521E+16,创意新款回力小车惯性坦克 军事儿童玩具模型地摊货源玩具车批发,8.8,1,GC025044,颜色分类：建筑工程套装,,,交易成功,GC025044
1.84521E+16,创意新款回力小车惯性坦克 军事儿童玩具模型地摊货源玩具车批发,8.8,1,GC025045,颜色分类：军事坦克套装,,,交易成功,GC025045
1.84521E+16,创意新品电动枪音乐玩具枪发光玩具地摊货源批热卖儿童礼物厂家,7.8,5,168-A27Q0386,颜色分类：黑色电动枪A;大小描述：均码,,,交易成功,168-A27Q0386
1.84521E+16,特价5号AA普通干电池 电动玩具配件 厂家直销批,1,30,HT-5H0094,,,,交易成功,HT-5H0094
1.84521E+16,创意婴幼儿学习故事机小兔子早教玩具儿童益智地摊货小孩玩具批发,6.85,5,GC071004,颜色分类：小兔子故事机;大小描述：均码,,,交易成功,GC071004
1.84521E+16,创意婴幼儿学习故事机小兔子早教玩具儿童益智地摊货小孩玩具批发,6.85,5,GC071005,颜色分类：猫咪故事机;大小描述：均码,,,交易成功,GC071005
1.84521E+16,2017新款儿童水枪玩具3岁夏季玩沙戏水环保塑料儿童玩具批发地摊,2.55,5,3633SQ0371,套餐类型：标准配置;颜色分类：射击水枪,,,交易成功,3633SQ0371
1.84521E+16,2017新款儿童水枪玩具3岁夏季玩沙戏水环保塑料儿童玩具批发地摊,2.55,5,3700C0374,套餐类型：标准配置;颜色分类：糖果水枪,,,交易成功,3700C0374
